LNAME,FNAME,ID
Broglio,Ernie,broge101
Brogna,Rico,brogr001
Brohamer,Jack,brohj101
Brohawn,Troy,broht001
Brondell,Ken,bronk101
Bronkey,Jeff,bronj001
Bronkie,Herman,bronh101
Bronstad,Jim,bronj101
Brookens,Ike,brooi101
Brookens,Tom,broot001
Brooks,Aaron,brooa001
Brooks,Bobby,broob101
Brooks,Frank,broof001
Brooks,Hubie,brooh001
Brooks,Jerry,brooj001
Brooks,Mandy,broom101
Brosius,Scott,bross001
Broskie,Sig,bross101
Brosnan,Jim,brosj101
Bross,Terry,brost001
Brosseau,Frank,brosf101
Brothers,Rex,brotr001
Brottem,Tony,brott101
Broughton,Cal,brouc101
Brouhard,Mark,broum001
Broussard,Ben,broub001
Brouthers,Art,broua101
Brouthers,Dan,broud101
Brovia,Joe,brovj101
Brow,Scott,brows002
Brower,Bob,browb002
Brower,Frank,browf102
Brower,Jim,browj003
Brower,Louis,browl106
Brown,Adrian,browa001
Brown,Alton,browa101
Brown,Andrew,browa002
Brown,Andrew,browa003
Brown,Bill,browb104
Brown,Boardwalk,browb103
Brown,Bob,browb106
Brown,Bobby,browb105
Brown,Bobby,browb001
Brown,Brant,browb003
Brown,Brooks,browb005
Brown,Bud,browb901
Brown,Buster,browb102
Brown,Charlie,browc101
Brown,Chris,browc002
Brown,Clint,browc103
Brown,Corey,browc003
Brown,Curly,browc104
Brown,Curt,browc001
Brown,Curtis,browc102
Brown,Daren,browd801
Brown,Darrell,browd001
Brown,Dee,browd002
Brown,Delos,browd103
Brown,Dick,browd102
Brown,Domonic,browd004
Brown,Doug,browd901
Brown,Drummond,browd101
Brown,Dusty,browd003
Brown,Ed,browe103
Brown,Eddie,browe102
Brown,Elmer,browe101
Brown,Emil,browe001
Brown,Fred,browf101
Brown,Freeman,browf801
Brown,Gary,browg001
Brown,Gates,browg101
Brown,Hal,browh101
Brown,Ike,browi101
Brown,J.,browj902
Brown,Jackie,browj109
Brown,Jake,browj105
Brown,Jamie,browj004
Brown,Jarvis,browj002
Brown,Jeff,browj901
Brown,Jeremy,browj005
Brown,Jim,browj106
Brown,Jim,browj108
Brown,Jimmy,browj107
Brown,Joe,browj103
Brown,Joe,browj102
Brown,John,browj101
Brown,Jophrey,browj104
Brown,Jordan,browj006
Brown,Jumbo,browj110
Brown,Keith,browk002
Brown,Kevin,browk001
Brown,Kevin,browk003
Brown,Kevin,browk004
Brown,Larry,browl104
Brown,Leon,browl103
Brown,Lew,browl102
Brown,Lindsay,browl105
Brown,Lloyd,browl101
Brown,Mace,browm103
Brown,Mark,browm001
Brown,Marty,browm004
Brown,Matthew,browm006
Brown,Mike,browm003
Brown,Mike,browm002
Brown,Mordecai,browm102
Brown,Myrl,browm101
Brown,Norm,brown101
Brown,Oliver,browo103
Brown,Ollie,browo102
Brown,Oscar,browo101
Brown,Paul,browp101
Brown,Randy,browr102
Brown,Ray,browr101
Brown,Robert,browu101
Brown,Roosevelt,browr001
Brown,Sam,brows103
Brown,Scott,brows101
Brown,Steve,brows001
Brown,Stub,brows102
Brown,Tom,browt102
Brown,Tom,browt101
Brown,Tom,browt104
Brown,Tommy,browt103
Brown,Trevor,browt002
Brown,Walter,broww103
Brown,Willard,broww101
Brown,William,broww901
Brown,William,broww102
Browne,Byron,browb101
Browne,Earl,browe104
Browne,George,browg102
Browne,Jerry,browj001
Browne,Pidge,browp103
Browning,Barret,browb004
Browning,Cal,browc105
Browning,Frank,browf103
Browning,Pete,browp102
Browning,Tom,browt001
Brownson,Mark,browm005
Broxton,Jonathan,broxj001
Broxton,Keon,broxk001
Brubaker,Bill,brubb101
Brubaker,Bruce,brubb102
Bruce,Bob,brucb101
Bruce,David,brucd901
Bruce,Jay,brucj001
Bruce,Lou,brucl101
Bruckbauer,Fred,brucf101
Brucker,Earle,bruce101
Brucker,Earle,bruce102
Bruckmiller,Andy,bruca101
Bruett,J.T.,bruej001
Bruggy,Frank,brugf101
Bruhert,Mike,bruhm101
Brumbaugh,Cliff,brumc001
Brumfield,Jacob,brumj001
Brumley,Duff,brumd001
Brumley,Mike,brumm101
Brumley,Mike,brumm001
Brummer,Glenn,brumg001
Brummett,Greg,brumg002
Brummett,Tyson,brumt001
Brunansky,Tom,brunt001
Bruner,Jack,brunj101
Bruner,Roy,brunr101
Brunet,George,brung101
Brunette,Justin,brunj001
Bruney,Brian,brunb001
Bruno,Tom,brunt101
Bruns,Randy,brunr901
Brunsberg,Arlo,bruna101
Brunson,Will,brunw001
Bruntlett,Eric,brune001
Brush,Bob,brusb101
Bruske,Jim,brusj001
Brusstar,Warren,brusw001
Bruton,Bill,brutb101
Bruyette,Ed,bruye101
Bryan,Billy,bryab101
Bryant,Clay,bryac101
Bryant,Derek,bryad102
Bryant,Don,bryad101
Bryant,George,bryag101
Bryant,Kris,bryak001
Bryant,Ralph,bryar001
Bryant,Ron,bryar101
Bryden,T.R.,brydt001
Brye,Steve,bryes101
Brynan,Tod,brynt101
Bubela,Jaime,bubej001
Bubser,Hal,bubsh101
Bucha,Johnny,buchj104
Buchanan,Bob,buchb001
Buchanan,Brian,buchb002
Buchanan,David,buchd001
Buchanan,Jake,buchj001
Buchanan,Jim,buchj103
Buchanan,William,buchw901
Buchek,Jerry,buchj102
Bucher,Jim,buchj101
Buchholz,Clay,buchc001
Buchholz,Taylor,bucht001
Buchter,Ryan,buchr001
Buck,John,buckj001
Buck,Travis,buckt001
Buck,William,buckw901
Buckels,Gary,buckg001
Buckenberger,Al,bucka801
Buckeye,Garland,buckg101
Buckingham,Fred,bucke101
Buckles,Jess,buckj102
Buckley,Dick,buckd101
Buckley,John,buckj101
Buckley,Kevin,buckk001
Buckminster,Seth,bucks901
Buckner,Bill,buckb001
Buckner,Billy,buckb002
Bucknor,CB,buckc901
Budaska,Mark,budam101
Budd,Jay,buddu101
Budde,Ryan,buddr001
Buddie,Mike,buddm001
Buddin,Don,buddd101
Budnick,Mike,budnm101
Budzinski,Mark,budzm001
Buechele,Steve,buecs001
Buehrle,Mark,buehm001
Buelow,Charlie,buelc101
Buelow,Fritz,buelf101
Bueno,Francisley,buenf001
Buente,Jay,buenj001
Bues,Art,buesa101
Buffinton,Charlie,buffc101
Buford,Damon,bufod001
Buford,Don,bufod101
Buhl,Bob,buhlb101
Buhner,Jay,buhnj001
Buice,DeWayne,buicd001
Buker,Cy,bukec101
Buker,Henry,bukeh101
Bukvich,Ryan,bukvr001
Bulger,Jason,bulgj001
Bullard,George,bullg101
Bullas,Sim,bulls101
Bullett,Scott,bulls001
Bulling,Bud,bullb101
Bullinger,Jim,bullj001
Bullinger,Kirk,bullk001
Bullington,Bryan,bullb001
Bullock,Eric,bulle001
Bullock,Red,bullr101
Bullymore,Charles,bullc901
Bumbry,Al,bumba001
Bumgarner,Madison,bumgm001
Bump,Nate,bumpn001
Bunce,Fred,buncf901
Bunce,H.C.,bunch901
Bunce,Josh,buncj101
Bunch,Melvin,buncm001
Bundy,Dylan,bundd001
Bundy,Lorenzo,bundl801
Bunker,Wally,bunkw101
Bunning,Jim,bunnj101
Burawa,Danny,burad001
Burba,Dave,burbd001
Burbach,Bill,burbb101
Burbrink,Nelson,burbn101
Burch,Al,burca101
Burch,Ernie,burce101
Burchart,Larry,burcl101
Burchell,Fred,burcf101
Burda,Bob,burdb102
Burdette,Freddie,burdf101
Burdette,Lew,burdl101
Burdick,Bill,burdb101
Burdock,Jack,burdj101
Burg,Joe,burgp101
Burgess,Smoky,burgs101
Burgess,Tom,burgt101
Burgmeier,Tom,burgt001
Burgo,Bill,burgb101
Burgos,Ambiorix,burga001
Burgos,Enrique,burge001
Burgos,Enrique,burge002
Burgos,Hiram,burgh001
Burich,Bill,burib101
Burk,Mack,burkm101
Burk,Sandy,burks101
Burkam,Chauncey,burkc101
Burkart,Elmer,burke102
Burke,Billy,burkb101
Burke,Bobby,burkb102
Burke,Chris,burkc001
Burke,Dan,burkd101
Burke,Eddie,burke101
Burke,Frank,burkf101
Burke,Glenn,burkg101
Burke,Greg,burkg001
Burke,James,burkj105
Burke,Jamie,burkj003
Burke,Jimmy,burkj104
Burke,Joe,burkj102
Burke,John,burkj103
Burke,John,burkj002
Burke,Leo,burkl102
Burke,Les,burkl101
Burke,Mike,burkm102
Burke,Pat,burkp101
Burke,Steve,burks102
Burke,Tim,burkt001
Burke,William,burkw101
Burkett,Jesse,burkj101
Burkett,John,burkj001
Burkhart,Ken,burkk101
Burkhart,Morgan,burkm001
Burks,Ellis,burke001
Burleson,Rick,burlr001
Burlingame,Frank,burlf901
Burnett,A.J.,burna001
Burnett,Alex,burna002
Burnett,Hercules,burnh101
Burnett,Johnny,burnj108
Burnett,Sean,burns001
Burnette,Wally,burnw101
Burnham,Watch,burnw801
Burnitz,Jeromy,burnj001
Burns,Andy,burna003
Burns,Bill,burnb101
Burns,Billy,burnb002
Burns,Britt,burnb001
Burns,C.B.,burnc101
Burns,Cory,burnc001
Burns,Dennis,burnd101
Burns,Dick,burnd102
Burns,Ed,burne101
Burns,Farmer,burnf101
Burns,George,burng101
Burns,George,burng102
Burns,Jack,burnj104
Burns,Jack,burnj105
Burns,Jim,burnj106
Burns,Joe,burnj102
Burns,Joe,burnj101
Burns,John,burnj901
Burns,John,burnp101
Burns,Joseph,burnj103
Burns,Mike,burnm001
Burns,Oyster,burno101
Burns,Todd,burnt001
Burns,Tom,burnt101
Burnside,Pete,burnp102
Burnside,Sheldon,burns101
Burpo,George,burpg101
Burr,Tom,burra102
Burrell,Buster,burrb101
Burrell,Harry,burrh102
Burrell,Pat,burrp001
Burres,Brian,burrb001
Burright,Larry,burrl101
Burris,Al,burra101
Burris,Paul,burrp101
Burris,Ray,burrr001
Burriss,Emmanuel,burre001
Burroughs,Henry,burrh101
Burroughs,Jeff,burrj001
Burroughs,Sean,burrs001
Burrows,John,burrj101
Burrows,Terry,burrt001
Burrus,Dick,burrd101
Burt,Frank,burtf101
Burtis,Warren,burtl901
Burton,Ellis,burte101
Burton,Jared,burtj001
Burton,Jim,burtj101
Burtschy,Moe,burtm101
Burtt,Dennis,burtd001
Burwell,Bill,burwb101
Burwell,Dick,burwd101
Busby,Jim,busbj101
Busby,Mike,busbm001
Busby,Paul,busbp101
Busby,Steve,busbs101
Busch,Ed,busce101
Busch,Mike,buscm001
Buscher,Brian,buscb001
Buschhorn,Don,buscd101
Buschmann,Matt,buscm002
Bush,Archie,busha901
Bush,Bullet Joe,bushj102
Bush,Darren,bushd801
Bush,David,bushd001
Bush,Donie,bushd102
Bush,Garnet,bushg901
Bush,Guy,bushg101
Bush,Homer,bushh001
Bush,Matt,bushm001
Bush,Randy,bushr001
Bushelman,Jack,bushj101
Bushey,Frank,bushf101
Bushing,Chris,bushc001
Bushong,Doc,bushd101
Buskey,Joe,buskj101
Buskey,Mike,buskm101
Buskey,Tom,buskt101
Buss,Nick,bussn001
Busse,Ray,bussr101
Butcher,Hank,butch101
Butcher,John,butcj001
Butcher,Max,butcm101
Butcher,Mike,butcm001
Butera,Drew,buted001
Butera,Sal,butes001
Butka,Ed,butke101
Butland,Bill,butlb103
Butler,Adam,butla001
Butler,Art,butla101
Butler,Bill,butlb102
Butler,Bill,butlb101
Butler,Billy,butlb003
Butler,Brent,butlb002
Butler,Brett,butlb001
Butler,Cecil,butlc102
Butler,Charlie,butlc101
Butler,Dan,butld001
Butler,Dick,butld101
Butler,Eddie,butle001
Butler,Frank,butlf101
Butler,Ike,butli101
Butler,Joey,butlj002
Butler,John,butlj102
Butler,Johnny,butlj101
Butler,Josh,butlj001
Butler,Keith,butlk001
Butler,Kid,butlk101
Butler,Kid,butlk102
Butler,Nathan,butlc901
Butler,Ormond,butlo801
Butler,Rich,butlr002
Butler,Rob,butlr001
Butterfield,Brian,buttb801
Butters,Tom,buttt101
Buttery,Frank,buttf101
Buxton,Byron,buxtb001
Buxton,Ralph,buxtr101
Buzas,Joe,buzaj101
Buzhardt,John,buzhj101
Byerly,Bud,byerb103
Byers,Bill,byerb101
Byers,Randy,byerr001
Bynum,Freddie,bynuf001
Bynum,Mike,bynum001
Byrd,Harry,byrdh101
Byrd,Jeff,byrdj101
Byrd,Jim,byrdj001
Byrd,Marlon,byrdm001
Byrd,Paul,byrdp001
Byrd,Samuel,byrds101
Byrdak,Tim,byrdt001
Byrne,Bobby,byrnb101
Byrne,Charlie,byrnc801
Byrne,Jerry,byrnj102
Byrne,Jon,byrnj902
Byrne,Tommy,byrnt101
Byrne,Walter,burnu901
Byrnes,Eric,byrne001
Byrnes,Jim,byrnj101
Byrnes,Milt,byrnm101
Byron,Lord,byrol901
Bystrom,Marty,bystm001
Caballero,Putsy,cabap101
Cabell,Enos,cabee001
Cabral,Cesar,cabrc001
Cabrera,Al,cabra101
Cabrera,Alberto,cabra003
Cabrera,Alex,cabra001
Cabrera,Asdrubal,cabra002
Cabrera,Daniel,cabrd001
Cabrera,Edwar,cabre002
Cabrera,Everth,cabre001
Cabrera,Fernando,cabrf002
Cabrera,Francisco,cabrf001
Cabrera,Jolbert,cabrj002
Cabrera,Jose,cabrj001
Cabrera,Mauricio,cabrm003
Cabrera,Melky,cabrm002
Cabrera,Miguel,cabrm001
Cabrera,Orlando,cabro001
Cabrera,Ramon,cabrr001
Cacek,Craig,cacec101
Caceres,Edgar,cacee001
Cadahia,Chino,cadac801
Cadaret,Greg,cadag001
Cadore,Leon,cadol101
Cady,Charlie,cadyc101
Cady,Hick,cadyh101
Cafego,Tom,cafet101
Caffie,Joe,caffj101
Caffyn,Ben,caffb101
Cage,Wayne,cagew101
Cahill,John,cahij101
Cahill,Tom,cahit101
Cahill,Trevor,cahit001
Cain,Bob,cainb101
Cain,Les,cainl101
Cain,Lorenzo,cainl001
Cain,Matt,cainm001
Cain,Sugar,cains101
Cairncross,Cameron,cairc001
Cairo,Miguel,cairm001
Caithamer,George,caitg101
Calderon,Ivan,caldi001
Calderone,Sam,calds101
Caldwell,Bruce,caldb101
Caldwell,Charlie,caldc101
Caldwell,Earl,calde101
Caldwell,Mike,caldm001
Caldwell,Ralph,caldr102
Caldwell,Ray,caldr101
Calero,Kiko,calek001
Calhoun,Bill,calhb101
Calhoun,Jack,calhj101
Calhoun,Jeff,calhj001
Calhoun,Kole,calhk001
Cali,Carmen,calic001
Caligiuri,Fred,calif101
Calihan,Will,caliw101
Calixte,Orlando,calio001
Callaghan,Marty,callm101
Callaghan,Pat,callp101
Callahan,Ben,callb101
Callahan,Dave,calld101
Callahan,Ed,calle101
Callahan,Jim,callj104
Callahan,Joe,callj102
Callahan,John,callj103
Callahan,Leo,calll101
Callahan,Nixey,calln101
Callahan,Ray,callr101
Callahan,Wese,callw101
Callaspo,Alberto,calla001
Callaway,Frank,callf101
Callaway,Mickey,callm001
Callison,Johnny,callj101
Calloway,Ron,callr001
Calmus,Dick,calmd101
Calvert,Mark,calvm001
Calvert,Paul,calvp101
Calvo,Jack,calvj101
Calzado,Napoleon,calzn001
Camacho,Ernie,camae001
Camacho,Joe,camaj801
Cambria,Fred,cambf101
Camelli,Hank,cameh101
Cameron,Jack,camej101
Cameron,Kevin,camek001
Cameron,Mike,camem001
Camilli,Dolph,camid102
Camilli,Doug,camid101
Camilli,Lou,camil101
Caminero,Arquimedes,camia001
Caminiti,Ken,camik001
Cammack,Eric,camme001
Camnitz,Harry,camnh102
Camnitz,Howie,camnh101
Camp,Howie,camph102
Camp,Kid,campk101
Camp,Lew,campl101
Camp,Rick,campr001
Camp,Shawn,camps002
Campagna,Frank,campf901
Campana,Tony,campt001
Campanella,Roy,campr102
Campaneris,Bert,campb101
Campanis,Al,campa101
Campanis,Jim,campj105
Campau,Count,campc101
Campbell,Archie,campa102
Campbell,Bick,campb901
Campbell,Bill,campb001
Campbell,Billy,campb103
Campbell,Bob,campb902
Campbell,Brett,campb002
Campbell,Bruce,campb102
Campbell,Dan,campd901
Campbell,Dave,campd101
Campbell,Dave,campd102
Campbell,Eric,campe001
Campbell,Gilly,campg101
Campbell,Hugh,camph101
Campbell,Jim,campj104
Campbell,Jim,campj103
Campbell,Jim,campj001
Campbell,Joe,campj101
Campbell,John,campj102
Campbell,Kevin,campk001
Campbell,Marc,campm102
Campbell,Michael,campm101
Campbell,Mike,campm001
Campbell,Paul,campp101
Campbell,Ron,campr101
Campbell,Sam,camps101
Campbell,Soup,camps104
Campbell,Vin,campv101
Camper,Cardell,campc102
Campfield,Sal,camps103
Campillo,Jorge,campj002
Campisi,Sal,camps102
Campos,Angel,campa902
Campos,Frank,campf101
Campos,Leonel,campl001
Campos,Vicente,campv001
Campusano,Sil,camps001
Canale,George,canag001
Canate,Willie,canaw001
Canavan,Hugh,canah101
Canavan,Jim,canaj101
Cancel,Robinson,cancr001
Candaele,Casey,candc001
Candelaria,John,candj001
Candelario,Jeimer,candj002
Candini,Milo,candm101
Candiotti,Tom,candt001
Caneira,John,canej101
Cangelosi,John,cangj001
Canha,Mark,canhm001
Canizares,Barbaro,canib001
Canizaro,Jay,canij001
Cannell,Rip,cannr101
Cannizaro,Andy,canna001
Cannizzaro,Chris,cannc101
Cannon,Joe,cannj101
Cano,Jose,canoj001
Cano,Robinson,canor001
Canseco,Jose,cansj001
Canseco,Ozzie,canso001
Cantillon,Joe,cantj801
Cantrell,Guy,cantg101
Cantu,Jorge,cantj001
Cantwell,Ben,cantb102
Cantwell,Mike,cantm101
Cantwell,Tom,cantt101
Cantz,Bart,cantb101
Canzler,Russ,canzr001
Capel,Mike,capem001
Capellan,Jose,capej001
Capilla,Doug,capid101
Capps,Carter,cappc001
Capps,Matt,cappm001
Cappuzzello,George,cappg101
Capra,Buzz,caprb101
Capra,Nick,caprn001
Capri,Pat,caprp101
Capron,Ralph,caprr101
Capuano,Chris,capuc001
Caraballo,Ramon,carar001
Caraco,Joe,caraj901
Carapazza,Vic,carav901
Carasiti,Matt,caram001
Caraway,Pat,carap101
Carbine,John,carbj101
Carbo,Bernie,carbb101
Carden,John,cardj102
Cardenal,Jose,cardj101
Cardenas,Adrian,carda001
Cardenas,Leo,cardl101
Cardinal,Conrad,cardc101
Cardona,Javier,cardj001
Cardoni,Ben,cardb101
Cardullo,Stephen,cards001
Cardwell,Don,cardd101
Carew,Rod,carer001
Carey,Andy,carea101
Carey,Max,carem101
Carey,P.J.,carep801
Carey,Paul,carep001
Carey,Roger,carer101
Carey,Scoops,cares101
Carey,Tom,caret101
Carey,Tom,caret102
Carfrey,Ed,caffu101
Cargo,Bobby,cargb101
Caridad,Esmailin,carie001
Carignan,Andrew,caria001
Carisch,Fred,carif101
Carl,Fred,carlf101
Carl,Lew,carll102
Carleton,Jim,carlj102
Carleton,Tex,carlt101
Carlin,Billy,carlb901
Carlin,Jim,carlj101
Carlin,Luke,carll001
Carlisle,Walter,carlw101
Carlos,Cisco,carlc102
Carlsen,Don,carld101
Carlson,Dan,carld001
Carlson,Hal,carlh101
Carlson,Jesse,carlj001
Carlson,Leon,carll101
Carlson,Mark,carlm901
Carlstrom,Swede,carls101
Carlton,Steve,carls001
Carlucci,Dave,carld801
Carlyle,Buddy,carlb001
Carlyle,Cleo,carlc101
Carlyle,Roy,carlr101
Carman,Don,carmd001
Carman,George,carmg101
Carmel,Duke,carmd101
Carmichael,Chet,carmc101
Carmona,Fausto,carmf001
Carmona,Rafael,carmr001
Carnett,Eddie,carne101
Carnevale,Danny,carnd801
Carney,Bill,carnb101
Carney,John,carnj101
Carney,Pat,carnp101
Carney,Red,carnr901
Carp,Mike,carpm001
Carpenter,Andrew,carpa001
Carpenter,Bill,carpb901
Carpenter,Bob,carpb101
Carpenter,Bubba,carpb001
Carpenter,Chris,carpc002
Carpenter,Chris,carpc003
Carpenter,Cris,carpc001
Carpenter,David,carpd001
Carpenter,David,carpd002
Carpenter,Hick,carph101
Carpenter,John,carpj901
Carpenter,Lew,carpl101
Carpenter,Matt,carpm002
Carpenter,Paul,carpp101
Carpin,Frank,carpf101
Carr,Charlie,carrc106
Carr,Chuck,carrc001
Carr,Lew,carrl101
Carrara,Giovanni,carrg001
Carrasco,Carlos,carrc003
Carrasco,D.J.,carrd001
Carrasco,Hector,carrh001
Carrasquel,Alex,carra101
Carrasquel,Chico,carrc105
Carreno,Amalio,carra001
Carreno,Joel,carrj002
Carreon,Cam,carrc104
Carreon,Mark,carrm001
Carrera,Ezequiel,carre001
Carrick,Bill,carrb102
Carrigan,Bill,carrb101
Carrigan,Sam,carrh901
Carrillo,Cesar,carrc002
Carrillo,Matias,carrm002
Carrion,Leonel,carrl801
Carrithers,Don,carrd104
Carroll,,carrc101
Carroll,Brett,carrb001
Carroll,Clay,carrc103
Carroll,Cliff,carrc102
Carroll,Dick,carrd101
Carroll,Dixie,carrd103
Carroll,Doc,carrd102
Carroll,Ed,carre101
Carroll,Fred,carrf101
Carroll,Jamey,carrj001
Carroll,Ownie,carro101
Carroll,Pat,carrp101
Carroll,Scott,carrs001
Carroll,Scrappy,carrs101
Carroll,Tom,carrt102
Carroll,Tom,carrt101
Carsey,Kid,carsk102
Carson,Al,carsa101
Carson,Kit,carsk101
Carson,Matt,carsm001
Carson,Robert,carsr001
Carswell,Frank,carsf101
Carter,Andy,carta001
Carter,Arnold,carta101
Carter,Blackie,cartb101
Carter,Chris,cartc001
Carter,Chris,cartc002
Carter,Dick,cartd801
Carter,Gary,cartg001
Carter,Howie,carth101
Carter,Jeff,cartj002
Carter,Joe,cartj001
Carter,Lance,cartl002
Carter,Larry,cartl001
Carter,Nick,cartn101
Carter,Paul,cartp101
Carter,Sol,carts101
Carter,Steve,carts001
Cartwright,Ed,carte101
Carty,Rico,cartr101
Caruso,Mike,carum001
Caruthers,Bob,carub101
Carvajal,Marcos,carvm001
Cary,Chuck,caryc001
Cary,Scott,carys101
Casale,Jerry,casaj101
Casali,Curt,casac001
Casanova,Paul,casap101
Casanova,Raul,casar001
Cascarella,Joe,cascj101
Case,Charlie,casec101
Case,George,caseg101
Casey,Bob,caseb102
Casey,Dan,cased103
Casey,Dennis,cased102
Casey,Doc,cased101
Casey,Hugh,caseh101
Casey,Joe,casej101
Casey,Sean,cases001
Casey,Tommy,caseb101
Cash,Dave,cashd101
Cash,Kevin,cashk001
Cash,Norm,cashn101
Cash,Ron,cashr101
Cashion,Carl,cashc101
Cashner,Andrew,casha001
Casian,Larry,casil001
Casilla,Alexi,casia001
Casilla,Santiago,garcj002
Casimiro,Carlos,casic001
Caskey,Craig,caskc101
Caskin,Ed,caske101
Cassady,Harry,cassh101
Cassel,Jack,cassj001
Cassevah,Bobby,cassb001
Cassian,Ed,casse101
Cassiday,Joe,cassj102
Cassidy,John,cassj103
Cassidy,Pete,cassp101
Cassidy,Scott,casss001
Cassini,Jack,cassj101
Castellano,Pedro,castp001
Castellanos,Alex,casta003
Castellanos,Nick,castn001
Caster,George,castg101
Castiglia,Jim,castj102
Castiglione,Pete,castp102
Castilla,Vinny,castv001
Castillo,Alberto,casta001
Castillo,Alberto,casta002
Castillo,Bobby,castr001
Castillo,Braulio,castb001
Castillo,Carlos,castc002
Castillo,Carmelo,castc001
Castillo,Frank,castf001
Castillo,Jose,castj005
Castillo,Juan,castj002
Castillo,Juan,castj003
Castillo,Lendy,castl002
Castillo,Luis,castl001
Castillo,Manny,castm101
Castillo,Marty,castm001
Castillo,Rusney,castr004
Castillo,Tony,castt101
Castillo,Tony,castt001
Castillo,Welington,castw002
Castillo,Wilkin,castw001
Castino,John,castj001
Castino,Vince,castv101
Castle,Don,castd101
Castle,John,castj101
Castleman,Foster,castf101
Castleman,Slick,casts101
Castleton,Roy,castr101
Castner,Paul,castp101
Casto,Kory,castk001
Castro,Angel,casta004
Castro,Bernie,castb002
Castro,Bill,castb101
Castro,Daniel,castd001
Castro,Fabio,castf002
Castro,Jason,castj006
Castro,Jose,castj801
Castro,Juan,castj004
Castro,Lou,castl101
Castro,Miguel,castm002
Castro,Ramon,castr002
Castro,Ramon,castr003
Castro,Simon,casts002
Castro,Starlin,casts001
Catalanotto,Frank,cataf001
Cate,Troy,catet001
Cater,Danny,cated101
Cates,Eli,catee101
Cather,Mike,cathm001
Cather,Ted,catht101
Cathey,Hardin,cathh101
Cato,Keefe,catok001
Caton,Howdy,catoh101
Cattanach,John,cattj101
Catterson,Tom,cattt101
Caudill,Bill,caudb001
Caulfield,Jake,caulj101
Causey,Kevin,causk901
Causey,Red,causr101
Causey,Wayne,causw101
Cavanaugh,Harry,cavah901
Cavanaugh,James,kavau101
Cavanaugh,John,cavaj101
Cavarretta,Phil,cavap101
Cavazos,Andy,cavaa001
Cavenaugh,Dick,caved901
Caveney,Ike,cavei101
Cavet,Pug,cavep101
Caylor,Ollie,caylo801
Ceccarelli,Art,cecca101
Cecchini,Garin,ceccg001
Cecchini,Gavin,ceccg002
Cecena,Jose,cecej001
Cecil,Brett,cecib001
Cecil,Rex,cecir101
Ceciliani,Darrell,cecid001
Ceda,Jose,cedaj001
Cedeno,Andujar,cedea001
Cedeno,Cesar,cedec001
Cedeno,Domingo,ceded001
Cedeno,Roger,ceder001
Cedeno,Ronny,ceder002
Cedeno,Xavier,cedex001
Cederstrom,Gary,cedeg901
Centeno,Juan,centj001
Center,Pete,centp101
Cepeda,Orlando,cepeo101
Cepicky,Matthew,cepim001
Cerda,Jaime,cerdj001
Cermak,Ed,cerme101
Cerone,Rick,ceror001
Cerros,Juan,cerrj001
Cerutti,John,ceruj001
Cerv,Bob,cervb101
Cervelli,Francisco,cervf001
Cervenak,Mike,cervm001
Cervenka,Hunter,cervh001
Cespedes,Yoenis,cespy001
Cessa,Luis,cessl001
Cey,Ron,cey-r001
Chacin,Gustavo,chacg001
Chacin,Jhoulys,chacj001
Chacon,Elio,chace101
Chacon,Shawn,chacs001
Chadbourne,Chet,chadc101
Chadwick,Ray,chadr001
Chafin,Andrew,chafa001
Chagnon,Leon,chagl101
Chakales,Bob,chakb101
Chalk,Dave,chald101
Chalmers,George,chalg101
Chamberlain,Bill,chamb103
Chamberlain,Craig,chamc101
Chamberlain,Ice Box,chame101
Chamberlain,Joba,chamj002
Chamberlain,Joe,chamj102
Chamberlain,Wes,chamw001
Chambers,Adron,chama002
Chambers,Al,chama001
Chambers,Bill,chamb102
Chambers,Cliff,chamc102
Chambers,Johnnie,chamj101
Chambers,Rome,chamr101
Chamblee,Jim,chamj001
Chambliss,Chris,chamc001
Champion,Bill,chamb101
Champion,Mike,chamm101
Chance,Bob,chanb101
Chance,Dean,chand102
Chance,Frank,chanf101
Chandler,Ed,chane102
Chandler,Moses,chanm901
Chandler,Spud,chans101
Chaney,Darrel,chand101
Chaney,Esty,chane101
Channell,Les,chanl101
Chant,Charlie,chanc101
Chapin,Darrin,chapd001
Chaplin,Ed,chape102
Chaplin,Tiny,chapt101
Chapman,Aroldis,chapa001
Chapman,Ben,chapb102
Chapman,Calvin,chapc101
Chapman,Ed,chape101
Chapman,Frank,chapf101
Chapman,Fred,chapf102
Chapman,Glenn,chapg101
Chapman,Harry,chaph102
Chapman,Jack,chapj102
Chapman,Jaye,chapj001
Chapman,John,chapj101
Chapman,Kelvin,chapk001
Chapman,Kevin,chapk002
Chapman,Ray,chapr101
Chapman,Sam,chaps101
Chapman,Travis,chapt001
Chappas,Harry,chaph101
Chappell,Larry,chapl101
Chappelle,Bill,chapb101
Charboneau,Joe,charj101
Chargois,J.T.,charj001
Charles,Chappy,charc101
Charles,Ed,chare101
Charles,Frank,charf001
Charlton,Norm,charn001
Chartak,Mike,charm101
Charton,Pete,charp101
Chase,Hal,chash101
Chase,Ken,chask101
Chatham,Buster,chatb101
Chatterton,Jim,chatj101
Chatwood,Tyler,chatt001
Chavarria,Ossie,chavo101
Chaves,Rafael,chavr801
Chavez,Angel,chava002
Chavez,Anthony,chava001
Chavez,Endy,chave002
Chavez,Eric,chave001
